DesignName,ParticipantID,TrialID,Block1,Block2,D,F,Z
MoMote,8,456,2,6,Phone,Right,Close
MoMote,8,457,2,7,Phone,Back,Close
MoMote,8,458,2,8,Phone,Top,Normal
MoMote,8,459,2,9,Phone,Right,Far
MoMote,8,460,2,10,Phone,Left,Far
MoMote,8,461,2,11,Phone,Bottom,Close
MoMote,8,462,2,12,Phone,Bottom,Far
MoMote,8,463,2,13,Phone,Left,Normal
MoMote,8,464,2,14,Phone,Back,Far
MoMote,8,465,2,15,Phone,Top,Far
MoMote,8,466,2,16,Phone,Back,Close
MoMote,8,467,2,17,Phone,Right,Far
MoMote,8,468,2,18,Phone,Left,Normal
MoMote,8,469,2,19,Phone,Top,Far
MoMote,8,470,2,20,Phone,Top,Close
MoMote,8,471,2,21,Phone,Bottom,Far
MoMote,8,472,2,22,Phone,Right,Close
MoMote,8,473,2,23,Phone,Back,Normal
MoMote,8,474,2,24,Phone,Back,Far
MoMote,8,475,2,25,Phone,Bottom,Close
MoMote,8,476,2,26,Phone,Right,Normal
MoMote,8,477,2,27,Phone,Bottom,Normal
MoMote,8,478,2,28,Phone,Left,Far
MoMote,8,479,2,29,Phone,Top,Normal
MoMote,8,480,2,30,Phone,Left,Close
MoMote,9,481,1,1,Phone,Back,Far
MoMote,9,482,1,2,Phone,Left,Normal
MoMote,9,483,1,3,Phone,Right,Far
MoMote,9,484,1,4,Phone,Top,Normal
MoMote,9,485,1,5,Phone,Bottom,Far
MoMote,9,486,1,6,Phone,Right,Normal
MoMote,9,487,1,7,Phone,Back,Normal
MoMote,9,488,1,8,Phone,Top,Far
MoMote,9,489,1,9,Phone,Top,Close
MoMote,9,490,1,10,Phone,Right,Close
MoMote,9,491,1,11,Phone,Bottom,Normal
MoMote,9,492,1,12,Phone,Back,Close
MoMote,9,493,1,13,Phone,Left,Far
MoMote,9,494,1,14,Phone,Left,Close
MoMote,9,495,1,15,Phone,Bottom,Close
MoMote,9,496,1,16,Phone,Back,Normal
MoMote,9,497,1,17,Phone,Top,Close
MoMote,9,498,1,18,Phone,Left,Far
MoMote,9,499,1,19,Phone,Bottom,Close
MoMote,9,500,1,20,Phone,Top,Normal
MoMote,9,501,1,21,Phone,Back,Close
MoMote,9,502,1,22,Phone,Right,Normal
MoMote,9,503,1,23,Phone,Back,Far
MoMote,9,504,1,24,Phone,Left,Close
MoMote,9,505,1,25,Phone,Bottom,Normal
MoMote,9,506,1,26,Phone,Right,Far
MoMote,9,507,1,27,Phone,Bottom,Far
MoMote,9,508,1,28,Phone,Right,Close
MoMote,9,509,1,29,Phone,Top,Far
MoMote,9,510,1,30,Phone,Left,Normal
MoMote,9,511,2,1,MoMote,Back,Far
MoMote,9,512,2,2,MoMote,Left,Normal
MoMote,9,513,2,3,MoMote,Right,Far
MoMote,9,514,2,4,MoMote,Top,Normal
MoMote,9,515,2,5,MoMote,Bottom,Far
MoMote,9,516,2,6,MoMote,Right,Normal
MoMote,9,517,2,7,MoMote,Back,Normal
MoMote,9,518,2,8,MoMote,Top,Far
MoMote,9,519,2,9,MoMote,Top,Close
MoMote,9,520,2,10,MoMote,Right,Close
MoMote,9,521,2,11,MoMote,Bottom,Normal
MoMote,9,522,2,12,MoMote,Back,Close
MoMote,9,523,2,13,MoMote,Left,Far
MoMote,9,524,2,14,MoMote,Left,Close
MoMote,9,525,2,15,MoMote,Bottom,Close
MoMote,9,526,2,16,MoMote,Back,Normal
MoMote,9,527,2,17,MoMote,Top,Close
MoMote,9,528,2,18,MoMote,Left,Far
MoMote,9,529,2,19,MoMote,Bottom,Close
MoMote,9,530,2,20,MoMote,Top,Normal
MoMote,9,531,2,21,MoMote,Back,Close
MoMote,9,532,2,22,MoMote,Right,Normal
MoMote,9,533,2,23,MoMote,Back,Far
MoMote,9,534,2,24,MoMote,Left,Close
MoMote,9,535,2,25,MoMote,Bottom,Normal
MoMote,9,536,2,26,MoMote,Right,Far
MoMote,9,537,2,27,MoMote,Bottom,Far
MoMote,9,538,2,28,MoMote,Right,Close
MoMote,9,539,2,29,MoMote,Top,Far
MoMote,9,540,2,30,MoMote,Left,Normal
MoMote,10,541,1,1,MoMote,Left,Close
MoMote,10,542,1,2,MoMote,Left,Far
MoMote,10,543,1,3,MoMote,Top,Close
MoMote,10,544,1,4,MoMote,Top,Far
MoMote,10,545,1,5,MoMote,Back,Close
MoMote,10,546,1,6,MoMote,Right,Far
MoMote,10,547,1,7,MoMote,Back,Far
MoMote,10,548,1,8,MoMote,Bottom,Close
MoMote,10,549,1,9,MoMote,Top,Normal
MoMote,10,550,1,10,MoMote,Right,Normal
MoMote,10,551,1,11,MoMote,Bottom,Far
MoMote,10,552,1,12,MoMote,Back,Normal
MoMote,10,553,1,13,MoMote,Right,Close
MoMote,10,554,1,14,MoMote,Left,Normal
MoMote,10,555,1,15,MoMote,Bottom,Normal
MoMote,10,556,1,16,MoMote,Back,Far
MoMote,10,557,1,17,MoMote,Top,Normal
MoMote,10,558,1,18,MoMote,Right,Close
MoMote,10,559,1,19,MoMote,Bottom,Normal
MoMote,10,560,1,20,MoMote,Top,Far
MoMote,10,561,1,21,MoMote,Back,Normal
MoMote,10,562,1,22,MoMote,Right,Far
MoMote,10,563,1,23,MoMote,Left,Close
MoMote,10,564,1,24,MoMote,Left,Normal
MoMote,10,565,1,25,MoMote,Bottom,Far
MoMote,10,566,1,26,MoMote,Top,Close
MoMote,10,567,1,27,MoMote,Back,Close
MoMote,10,568,1,28,MoMote,Right,Normal
MoMote,10,569,1,29,MoMote,Bottom,Close
MoMote,10,570,1,30,MoMote,Left,Far
MoMote,10,571,2,1,Phone,Left,Close
MoMote,10,572,2,2,Phone,Left,Far
MoMote,10,573,2,3,Phone,Top,Close
MoMote,10,574,2,4,Phone,Top,Far
MoMote,10,575,2,5,Phone,Back,Close
MoMote,10,576,2,6,Phone,Right,Far
MoMote,10,577,2,7,Phone,Back,Far
MoMote,10,578,2,8,Phone,Bottom,Close
MoMote,10,579,2,9,Phone,Top,Normal
MoMote,10,580,2,10,Phone,Right,Normal
MoMote,10,581,2,11,Phone,Bottom,Far
MoMote,10,582,2,12,Phone,Back,Normal
MoMote,10,583,2,13,Phone,Right,Close
MoMote,10,584,2,14,Phone,Left,Normal
MoMote,10,585,2,15,Phone,Bottom,Normal
MoMote,10,586,2,16,Phone,Back,Far
MoMote,10,587,2,17,Phone,Top,Normal
MoMote,10,588,2,18,Phone,Right,Close
MoMote,10,589,2,19,Phone,Bottom,Normal
MoMote,10,590,2,20,Phone,Top,Far
MoMote,10,591,2,21,Phone,Back,Normal
MoMote,10,592,2,22,Phone,Right,Far
MoMote,10,593,2,23,Phone,Left,Close
MoMote,10,594,2,24,Phone,Left,Normal
MoMote,10,595,2,25,Phone,Bottom,Far
MoMote,10,596,2,26,Phone,Top,Close
MoMote,10,597,2,27,Phone,Back,Close
MoMote,10,598,2,28,Phone,Right,Normal
MoMote,10,599,2,29,Phone,Bottom,Close
MoMote,10,600,2,30,Phone,Left,Far
MoMote,11,601,1,1,Phone,Left,Normal
MoMote,11,602,1,2,Phone,Right,Close
MoMote,11,603,1,3,Phone,Top,Normal
MoMote,11,604,1,4,Phone,Bottom,Close
MoMote,11,605,1,5,Phone,Back,Normal
MoMote,11,606,1,6,Phone,Top,Close
MoMote,11,607,1,7,Phone,Left,Close
MoMote,11,608,1,8,Phone,Bottom,Normal
MoMote,11,609,1,9,Phone,Top,Far
MoMote,11,610,1,10,Phone,Right,Far
MoMote,11,611,1,11,Phone,Back,Close
MoMote,11,612,1,12,Phone,Back,Far
MoMote,11,613,1,13,Phone,Right,Normal
MoMote,11,614,1,14,Phone,Left,Far
MoMote,11,615,1,15,Phone,Bottom,Far
MoMote,11,616,1,16,Phone,Left,Close
MoMote,11,617,1,17,Phone,Top,Far
MoMote,11,618,1,18,Phone,Right,Normal
MoMote,11,619,1,19,Phone,Bottom,Far
MoMote,11,620,1,20,Phone,Bottom,Close
MoMote,11,621,1,21,Phone,Back,Far
MoMote,11,622,1,22,Phone,Top,Close
MoMote,11,623,1,23,Phone,Left,Normal
MoMote,11,624,1,24,Phone,Left,Far
MoMote,11,625,1,25,Phone,Back,Close
MoMote,11,626,1,26,Phone,Top,Normal
MoMote,11,627,1,27,Phone,Back,Normal
MoMote,11,628,1,28,Phone,Right,Far
MoMote,11,629,1,29,Phone,Bottom,Normal
MoMote,11,630,1,30,Phone,Right,Close
MoMote,11,631,2,1,MoMote,Left,Normal
MoMote,11,632,2,2,MoMote,Right,Close
MoMote,11,633,2,3,MoMote,Top,Normal
MoMote,11,634,2,4,MoMote,Bottom,Close
MoMote,11,635,2,5,MoMote,Back,Normal
MoMote,11,636,2,6,MoMote,Top,Close
MoMote,11,637,2,7,MoMote,Left,Close
MoMote,11,638,2,8,MoMote,Bottom,Normal
MoMote,11,639,2,9,MoMote,Top,Far
MoMote,11,640,2,10,MoMote,Right,Far
MoMote,11,641,2,11,MoMote,Back,Close
MoMote,11,642,2,12,MoMote,Back,Far
MoMote,11,643,2,13,MoMote,Right,Normal
MoMote,11,644,2,14,MoMote,Left,Far
MoMote,11,645,2,15,MoMote,Bottom,Far
MoMote,11,646,2,16,MoMote,Left,Close
MoMote,11,647,2,17,MoMote,Top,Far
MoMote,11,648,2,18,MoMote,Right,Normal
MoMote,11,649,2,19,MoMote,Bottom,Far
MoMote,11,650,2,20,MoMote,Bottom,Close
MoMote,11,651,2,21,MoMote,Back,Far
MoMote,11,652,2,22,MoMote,Top,Close
MoMote,11,653,2,23,MoMote,Left,Normal
MoMote,11,654,2,24,MoMote,Left,Far
MoMote,11,655,2,25,MoMote,Back,Close
MoMote,11,656,2,26,MoMote,Top,Normal
MoMote,11,657,2,27,MoMote,Back,Normal
MoMote,11,658,2,28,MoMote,Right,Far
MoMote,11,659,2,29,MoMote,Bottom,Normal
MoMote,11,660,2,30,MoMote,Right,Close
MoMote,12,661,1,1,MoMote,Left,Far
MoMote,12,662,1,2,MoMote,Right,Normal
MoMote,12,663,1,3,MoMote,Top,Far
MoMote,12,664,1,4,MoMote,Bottom,Normal
MoMote,12,665,1,5,MoMote,Back,Far
MoMote,12,666,1,6,MoMote,Top,Normal
MoMote,12,667,1,7,MoMote,Left,Normal
MoMote,12,668,1,8,MoMote,Bottom,Far
MoMote,12,669,1,9,MoMote,Bottom,Close
MoMote,12,670,1,10,MoMote,Top,Close
MoMote,12,671,1,11,MoMote,Back,Normal
MoMote,12,672,1,12,MoMote,Left,Close
MoMote,12,673,1,13,MoMote,Right,Far
MoMote,12,674,1,14,MoMote,Right,Close
MoMote,12,675,1,15,MoMote,Back,Close
MoMote,12,676,1,16,MoMote,Left,Normal
MoMote,12,677,1,17,MoMote,Bottom,Close
MoMote,12,678,1,18,MoMote,Right,Far
MoMote,12,679,1,19,MoMote,Back,Close
MoMote,12,680,1,20,MoMote,Bottom,Normal
MoMote,12,681,1,21,MoMote,Left,Close
MoMote,12,682,1,22,MoMote,Top,Normal
MoMote,12,683,1,23,MoMote,Left,Far
MoMote,12,684,1,24,MoMote,Right,Close
MoMote,12,685,1,25,MoMote,Back,Normal
MoMote,12,686,1,26,MoMote,Top,Far
MoMote,12,687,1,27,MoMote,Back,Far
MoMote,12,688,1,28,MoMote,Top,Close
MoMote,12,689,1,29,MoMote,Bottom,Far
MoMote,12,690,1,30,MoMote,Right,Normal
MoMote,12,691,2,1,Phone,Left,Far
MoMote,12,692,2,2,Phone,Right,Normal
MoMote,12,693,2,3,Phone,Top,Far
MoMote,12,694,2,4,Phone,Bottom,Normal
MoMote,12,695,2,5,Phone,Back,Far
MoMote,12,696,2,6,Phone,Top,Normal
MoMote,12,697,2,7,Phone,Left,Normal
MoMote,12,698,2,8,Phone,Bottom,Far
MoMote,12,699,2,9,Phone,Bottom,Close
MoMote,12,700,2,10,Phone,Top,Close
MoMote,12,701,2,11,Phone,Back,Normal
MoMote,12,702,2,12,Phone,Left,Close
MoMote,12,703,2,13,Phone,Right,Far
MoMote,12,704,2,14,Phone,Right,Close
MoMote,12,705,2,15,Phone,Back,Close
MoMote,12,706,2,16,Phone,Left,Normal
MoMote,12,707,2,17,Phone,Bottom,Close
MoMote,12,708,2,18,Phone,Right,Far
MoMote,12,709,2,19,Phone,Back,Close
MoMote,12,710,2,20,Phone,Bottom,Normal
MoMote,12,711,2,21,Phone,Left,Close
MoMote,12,712,2,22,Phone,Top,Normal
MoMote,12,713,2,23,Phone,Left,Far
MoMote,12,714,2,24,Phone,Right,Close
MoMote,12,715,2,25,Phone,Back,Normal
MoMote,12,716,2,26,Phone,Top,Far
MoMote,12,717,2,27,Phone,Back,Far
MoMote,12,718,2,28,Phone,Top,Close
MoMote,12,719,2,29,Phone,Bottom,Far
MoMote,12,720,2,30,Phone,Right,Normal
MoMote,13,721,1,1,Phone,Right,Close
MoMote,13,722,1,2,Phone,Right,Far
MoMote,13,723,1,3,Phone,Bottom,Close
MoMote,13,724,1,4,Phone,Bottom,Far
MoMote,13,725,1,5,Phone,Left,Close
MoMote,13,726,1,6,Phone,Top,Far
MoMote,13,727,1,7,Phone,Left,Far
MoMote,13,728,1,8,Phone,Back,Close
MoMote,13,729,1,9,Phone,Bottom,Normal
MoMote,13,730,1,10,Phone,Top,Normal
MoMote,13,731,1,11,Phone,Back,Far
MoMote,13,732,1,12,Phone,Left,Normal
MoMote,13,733,1,13,Phone,Top,Close
MoMote,13,734,1,14,Phone,Right,Normal
MoMote,13,735,1,15,Phone,Back,Normal
MoMote,13,736,1,16,Phone,Left,Far
MoMote,13,737,1,17,Phone,Bottom,Normal
MoMote,13,738,1,18,Phone,Top,Close
MoMote,13,739,1,19,Phone,Back,Normal
MoMote,13,740,1,20,Phone,Bottom,Far
MoMote,13,741,1,21,Phone,Left,Normal
MoMote,13,742,1,22,Phone,Top,Far
MoMote,13,743,1,23,Phone,Right,Close
MoMote,13,744,1,24,Phone,Right,Normal
MoMote,13,745,1,25,Phone,Back,Far
MoMote,13,746,1,26,Phone,Bottom,Close
MoMote,13,747,1,27,Phone,Left,Close
MoMote,13,748,1,28,Phone,Top,Normal
MoMote,13,749,1,29,Phone,Back,Close
MoMote,13,750,1,30,Phone,Right,Far
MoMote,13,751,2,1,MoMote,Right,Close
MoMote,13,752,2,2,MoMote,Right,Far
MoMote,13,753,2,3,MoMote,Bottom,Close
MoMote,13,754,2,4,MoMote,Bottom,Far
MoMote,13,755,2,5,MoMote,Left,Close
MoMote,13,756,2,6,MoMote,Top,Far
MoMote,13,757,2,7,MoMote,Left,Far
MoMote,13,758,2,8,MoMote,Back,Close
MoMote,13,759,2,9,MoMote,Bottom,Normal
MoMote,13,760,2,10,MoMote,Top,Normal
MoMote,13,761,2,11,MoMote,Back,Far
MoMote,13,762,2,12,MoMote,Left,Normal
MoMote,13,763,2,13,MoMote,Top,Close
MoMote,13,764,2,14,MoMote,Right,Normal
MoMote,13,765,2,15,MoMote,Back,Normal
MoMote,13,766,2,16,MoMote,Left,Far
MoMote,13,767,2,17,MoMote,Bottom,Normal
MoMote,13,768,2,18,MoMote,Top,Close
MoMote,13,769,2,19,MoMote,Back,Normal
MoMote,13,770,2,20,MoMote,Bottom,Far
MoMote,13,771,2,21,MoMote,Left,Normal
MoMote,13,772,2,22,MoMote,Top,Far
MoMote,13,773,2,23,MoMote,Right,Close
MoMote,13,774,2,24,MoMote,Right,Normal
MoMote,13,775,2,25,MoMote,Back,Far
MoMote,13,776,2,26,MoMote,Bottom,Close
MoMote,13,777,2,27,MoMote,Left,Close
MoMote,13,778,2,28,MoMote,Top,Normal
MoMote,13,779,2,29,MoMote,Back,Close
MoMote,13,780,2,30,MoMote,Right,Far
MoMote,14,781,1,1,MoMote,Right,Normal
MoMote,14,782,1,2,MoMote,Top,Close
MoMote,14,783,1,3,MoMote,Bottom,Normal
MoMote,14,784,1,4,MoMote,Back,Close
MoMote,14,785,1,5,MoMote,Left,Normal
MoMote,14,786,1,6,MoMote,Bottom,Close
MoMote,14,787,1,7,MoMote,Right,Close
MoMote,14,788,1,8,MoMote,Back,Normal
MoMote,14,789,1,9,MoMote,Bottom,Far
MoMote,14,790,1,10,MoMote,Top,Far
MoMote,14,791,1,11,MoMote,Left,Close
MoMote,14,792,1,12,MoMote,Left,Far
MoMote,14,793,1,13,MoMote,Top,Normal
MoMote,14,794,1,14,MoMote,Right,Far
MoMote,14,795,1,15,MoMote,Back,Far
MoMote,14,796,1,16,MoMote,Right,Close
MoMote,14,797,1,17,MoMote,Bottom,Far
MoMote,14,798,1,18,MoMote,Top,Normal
MoMote,14,799,1,19,MoMote,Back,Far
MoMote,14,800,1,20,MoMote,Back,Close
MoMote,14,801,1,21,MoMote,Left,Far
MoMote,14,802,1,22,MoMote,Bottom,Close
MoMote,14,803,1,23,MoMote,Right,Normal
MoMote,14,804,1,24,MoMote,Right,Far
MoMote,14,805,1,25,MoMote,Left,Close
MoMote,14,806,1,26,MoMote,Bottom,Normal
MoMote,14,807,1,27,MoMote,Left,Normal
MoMote,14,808,1,28,MoMote,Top,Far
MoMote,14,809,1,29,MoMote,Back,Normal
MoMote,14,810,1,30,MoMote,Top,Close
MoMote,14,811,2,1,Phone,Right,Normal
MoMote,14,812,2,2,Phone,Top,Close
MoMote,14,813,2,3,Phone,Bottom,Normal
MoMote,14,814,2,4,Phone,Back,Close
MoMote,14,815,2,5,Phone,Left,Normal
MoMote,14,816,2,6,Phone,Bottom,Close
MoMote,14,817,2,7,Phone,Right,Close
MoMote,14,818,2,8,Phone,Back,Normal
MoMote,14,819,2,9,Phone,Bottom,Far
MoMote,14,820,2,10,Phone,Top,Far
MoMote,14,821,2,11,Phone,Left,Close
MoMote,14,822,2,12,Phone,Left,Far
MoMote,14,823,2,13,Phone,Top,Normal
MoMote,14,824,2,14,Phone,Right,Far
MoMote,14,825,2,15,Phone,Back,Far
MoMote,14,826,2,16,Phone,Right,Close
MoMote,14,827,2,17,Phone,Bottom,Far
MoMote,14,828,2,18,Phone,Top,Normal
MoMote,14,829,2,19,Phone,Back,Far
MoMote,14,830,2,20,Phone,Back,Close
MoMote,14,831,2,21,Phone,Left,Far
MoMote,14,832,2,22,Phone,Bottom,Close
MoMote,14,833,2,23,Phone,Right,Normal
MoMote,14,834,2,24,Phone,Right,Far
MoMote,14,835,2,25,Phone,Left,Close
MoMote,14,836,2,26,Phone,Bottom,Normal
MoMote,14,837,2,27,Phone,Left,Normal
MoMote,14,838,2,28,Phone,Top,Far
MoMote,14,839,2,29,Phone,Back,Normal
MoMote,14,840,2,30,Phone,Top,Close
MoMote,15,841,1,1,Phone,Right,Far
MoMote,15,842,1,2,Phone,Top,Normal
MoMote,15,843,1,3,Phone,Bottom,Far
MoMote,15,844,1,4,Phone,Back,Normal
MoMote,15,845,1,5,Phone,Left,Far
MoMote,15,846,1,6,Phone,Bottom,Normal
MoMote,15,847,1,7,Phone,Right,Normal
MoMote,15,848,1,8,Phone,Back,Far
MoMote,15,849,1,9,Phone,Back,Close
MoMote,15,850,1,10,Phone,Bottom,Close
MoMote,15,851,1,11,Phone,Left,Normal
MoMote,15,852,1,12,Phone,Right,Close
MoMote,15,853,1,13,Phone,Top,Far
MoMote,15,854,1,14,Phone,Top,Close
MoMote,15,855,1,15,Phone,Left,Close
MoMote,15,856,1,16,Phone,Right,Normal
MoMote,15,857,1,17,Phone,Back,Close
MoMote,15,858,1,18,Phone,Top,Far
MoMote,15,859,1,19,Phone,Left,Close
MoMote,15,860,1,20,Phone,Back,Normal
MoMote,15,861,1,21,Phone,Right,Close
MoMote,15,862,1,22,Phone,Bottom,Normal
MoMote,15,863,1,23,Phone,Right,Far
MoMote,15,864,1,24,Phone,Top,Close
MoMote,15,865,1,25,Phone,Left,Normal
MoMote,15,866,1,26,Phone,Bottom,Far
MoMote,15,867,1,27,Phone,Left,Far
MoMote,15,868,1,28,Phone,Bottom,Close
MoMote,15,869,1,29,Phone,Back,Far
MoMote,15,870,1,30,Phone,Top,Normal
MoMote,15,871,2,1,MoMote,Right,Far
MoMote,15,872,2,2,MoMote,Top,Normal
MoMote,15,873,2,3,MoMote,Bottom,Far
MoMote,15,874,2,4,MoMote,Back,Normal
MoMote,15,875,2,5,MoMote,Left,Far
MoMote,15,876,2,6,MoMote,Bottom,Normal
MoMote,15,877,2,7,MoMote,Right,Normal
MoMote,15,878,2,8,MoMote,Back,Far
MoMote,15,879,2,9,MoMote,Back,Close
MoMote,15,880,2,10,MoMote,Bottom,Close
MoMote,15,881,2,11,MoMote,Left,Normal
MoMote,15,882,2,12,MoMote,Right,Close
MoMote,15,883,2,13,MoMote,Top,Far
MoMote,15,884,2,14,MoMote,Top,Close
MoMote,15,885,2,15,MoMote,Left,Close
MoMote,15,886,2,16,MoMote,Right,Normal
MoMote,15,887,2,17,MoMote,Back,Close
MoMote,15,888,2,18,MoMote,Top,Far
MoMote,15,889,2,19,MoMote,Left,Close
MoMote,15,890,2,20,MoMote,Back,Normal
MoMote,15,891,2,21,MoMote,Right,Close
MoMote,15,892,2,22,MoMote,Bottom,Normal
MoMote,15,893,2,23,MoMote,Right,Far
MoMote,15,894,2,24,MoMote,Top,Close
MoMote,15,895,2,25,MoMote,Left,Normal
MoMote,15,896,2,26,MoMote,Bottom,Far
MoMote,15,897,2,27,MoMote,Left,Far
MoMote,15,898,2,28,MoMote,Bottom,Close
MoMote,15,899,2,29,MoMote,Back,Far
MoMote,15,900,2,30,MoMote,Top,Normal
