DesignName,ParticipantID,TrialID,Block1,Block2,D,F,Z,Time,SearchTime,MenuTime,ErrorCount
Momote,11,606,1,6,Phone,Top,Close,3715.731,2915.185,800.546,0
Momote,11,607,1,7,Phone,Left,Close,3465.238,2797.601,667.637,0
Momote,11,608,1,8,Phone,Bottom,Normal,4064.399,3098.489,965.91,0
Momote,11,609,1,9,Phone,Top,Far,7599.505,6631.761,967.744,0
Momote,11,610,1,10,Phone,Right,Far,7163.309,6397.25,766.059,0
Momote,11,611,1,11,Phone,Back,Close,4582.597,3781.57,801.027,0
Momote,11,612,1,12,Phone,Back,Far,9466.703,8466.251,1000.452,0
Momote,11,613,1,13,Phone,Right,Normal,4163.615,2830.653,1332.962,0
Momote,11,614,1,14,Phone,Left,Far,9465.386,8733.529,731.857,0
Momote,11,615,1,15,Phone,Bottom,Far,10632.958,9866.175,766.783,0
Momote,11,616,1,16,Phone,Left,Close,6096.86,5096.172,1000.688,0
Momote,11,617,1,17,Phone,Top,Far,9697.351,8898.06,799.291,0
Momote,11,618,1,18,Phone,Right,Normal,3599.814,2866.552,733.262,0
Momote,11,619,1,19,Phone,Bottom,Far,10097.905,9263.681,834.224,0
Momote,11,620,1,20,Phone,Bottom,Close,6582.701,5682.614,900.087,0
Momote,11,621,1,21,Phone,Back,Far,8097.87,7330.443,767.427,0
Momote,11,622,1,22,Phone,Top,Close,4181.549,3314.9,866.649,0
Momote,11,623,1,23,Phone,Left,Normal,4999.723,4232.964,766.759,0
Momote,11,624,1,24,Phone,Left,Far,9965.609,9266.043,699.566,0
Momote,11,625,1,25,Phone,Back,Close,5327.877,4429.016,898.861,0
Momote,11,626,1,26,Phone,Top,Normal,3466.038,2299.261,1166.777,0
Momote,11,627,1,27,Phone,Back,Normal,4264.881,3499.792,765.089,0
Momote,11,628,1,28,Phone,Right,Far,8465.321,7698.96,766.361,0
Momote,11,629,1,29,Phone,Bottom,Normal,4664.455,3965.942,698.513,0
Momote,11,630,1,30,Phone,Right,Close,3199.42,2568.915,630.505,0
Momote,11,631,2,1,MoMote,Left,Normal,8876.569,7060.82,1815.749,0
Momote,11,632,2,2,MoMote,Right,Close,12910.933,11498.585,1412.348,1
Momote,11,633,2,3,MoMote,Top,Normal,9783.702,7463.931,2319.771,1
Momote,11,634,2,4,MoMote,Bottom,Close,8877.342,7162.633,1714.709,0
Momote,11,635,2,5,MoMote,Back,Normal,8371.366,6858.703,1512.663,0
Momote,11,636,2,6,MoMote,Top,Close,4741.181,3329.299,1411.882,0
Momote,11,637,2,7,MoMote,Left,Close,8573.706,7464.609,1109.097,0
Momote,11,638,2,8,MoMote,Bottom,Normal,7867.218,6656.792,1210.426,0
Momote,11,639,2,9,MoMote,Top,Far,12407.141,11096.314,1310.827,0
Momote,11,640,2,10,MoMote,Right,Far,9078.447,7868.36,1210.087,0
Momote,11,641,2,11,MoMote,Back,Close,6354.098,4841.304,1512.794,0
Momote,11,642,2,12,MoMote,Back,Far,10590.782,9683.751,907.031,0
Momote,11,643,2,13,MoMote,Right,Normal,4942.868,3631.938,1310.93,0
Momote,11,644,2,14,MoMote,Left,Far,11701.283,10491.574,1209.709,0
Momote,11,645,2,15,MoMote,Bottom,Far,12306.946,9784.968,2521.978,0
Momote,11,646,2,16,MoMote,Left,Close,8671.665,6452.812,2218.853,0
Momote,11,647,2,17,MoMote,Top,Far,10994.163,9078.403,1915.76,0
Momote,11,648,2,18,MoMote,Right,Normal,6053.308,4641.373,1411.935,0
Momote,11,649,2,19,MoMote,Bottom,Far,11095.516,9985.75,1109.766,0
Momote,11,650,2,20,MoMote,Bottom,Close,7565.82,6657.998,907.822,0
Momote,11,651,2,21,MoMote,Back,Far,9279.711,7968.4,1311.311,0
Momote,11,652,2,22,MoMote,Top,Close,3833.457,2723.789,1109.668,0
Momote,11,653,2,23,MoMote,Left,Normal,7766.363,5950.712,1815.651,0
Momote,11,654,2,24,MoMote,Left,Far,9380.982,8271.389,1109.593,0
Momote,11,655,2,25,MoMote,Back,Close,6051.77,4034.664,2017.106,0
Momote,11,656,2,26,MoMote,Top,Normal,3631.869,2420.807,1211.062,0
Momote,11,657,2,27,MoMote,Back,Normal,5345.228,4135.477,1209.751,0
Momote,11,658,2,28,MoMote,Right,Far,11297.915,9785.158,1512.757,0
Momote,11,659,2,29,MoMote,Bottom,Normal,3530.078,2319.942,1210.136,0
Momote,11,660,2,30,MoMote,Right,Close,4236.147,2723.177,1512.97,0
Momote,12,661,1,1,MoMote,Left,Far,17954.507,14930.047,3024.46,0
Momote,12,662,1,2,MoMote,Right,Normal,13818.13,9582.748,4235.382,0
Momote,12,663,1,3,MoMote,Top,Far,13918.945,11399.602,2519.343,0
Momote,12,664,1,4,MoMote,Bottom,Normal,28141.475,19165.456,8976.019,1
Momote,12,665,1,5,MoMote,Back,Far,17550.823,14020.687,3530.136,0
Momote,12,666,1,6,MoMote,Top,Normal,7866.072,6456.022,1410.05,0
Momote,12,667,1,7,MoMote,Left,Normal,4438.289,2925.598,1512.691,0
Momote,12,668,1,8,MoMote,Bottom,Far,11900.877,9480.715,2420.162,0
Momote,12,669,1,9,MoMote,Bottom,Close,12608.016,8977.601,3630.415,0
Momote,12,670,1,10,MoMote,Top,Close,10489.579,7060.842,3428.737,0
Momote,12,671,1,11,MoMote,Back,Normal,9379.921,8069.719,1310.202,0
Momote,12,672,1,12,MoMote,Left,Close,6151.73,4841.733,1309.997,0
Momote,12,673,1,13,MoMote,Right,Far,14423.913,12205.746,2218.167,0
Momote,12,674,1,14,MoMote,Right,Close,10690.945,8674.631,2016.314,0
Momote,12,675,1,15,MoMote,Back,Close,8472.305,6758.601,1713.704,0
Momote,12,676,1,16,MoMote,Left,Normal,4134.979,3227.93,907.049,0
Momote,12,677,1,17,MoMote,Bottom,Close,8976.296,7060.876,1915.42,0
Momote,12,678,1,18,MoMote,Right,Far,13817.956,12608.305,1209.651,0
Momote,12,679,1,19,MoMote,Back,Close,7160.936,5749.34,1411.596,0
Momote,12,680,1,20,MoMote,Bottom,Normal,4639.088,3430.132,1208.956,0
Momote,12,681,1,21,MoMote,Left,Close,4942.295,3127.101,1815.194,0
Momote,12,682,1,22,MoMote,Top,Normal,7866.795,6051.115,1815.68,0
Momote,12,683,1,23,MoMote,Left,Far,10691.178,9482.718,1208.46,0
Momote,12,684,1,24,MoMote,Right,Close,8975.785,7363.278,1612.507,0
Momote,12,685,1,25,MoMote,Back,Normal,6354.675,4942.765,1411.91,0
Momote,12,686,1,26,MoMote,Top,Far,11598.465,10389.709,1208.756,0
Momote,12,687,1,27,MoMote,Back,Far,9379.815,8069.69,1310.125,0
Momote,12,688,1,28,MoMote,Top,Close,8977.003,7363.736,1613.267,0
Momote,12,689,1,29,MoMote,Bottom,Far,14625.245,13214.008,1411.237,0
Momote,12,690,1,30,MoMote,Right,Normal,6555.791,5345.55,1210.241,0
Momote,12,691,2,1,Phone,Left,Far,9583.765,8917.4,666.365,0
Momote,12,692,2,2,Phone,Right,Normal,3298.865,2598.756,700.109,0
Momote,12,693,2,3,Phone,Top,Far,3266.501,2498.906,767.595,0
Momote,12,694,2,4,Phone,Bottom,Normal,5063.738,4297.197,766.541,0
Momote,12,695,2,5,Phone,Back,Far,7465.494,6532.664,932.83,0
Momote,12,696,2,6,Phone,Top,Normal,2765.354,2199.132,566.222,0
Momote,12,697,2,7,Phone,Left,Normal,3332.306,2731.787,600.519,0
Momote,12,698,2,8,Phone,Bottom,Far,7129.555,6397.59,731.965,0
Momote,12,699,2,9,Phone,Bottom,Close,4084.873,3450.192,634.681,0
Momote,12,700,2,10,Phone,Top,Close,4365.602,3599.514,766.088,0
Momote,12,701,2,11,Phone,Back,Normal,3430.032,2797.724,632.308,0
Momote,12,702,2,12,Phone,Left,Close,4398.378,3798.782,599.596,0
Momote,12,703,2,13,Phone,Right,Far,6831.787,6264.303,567.484,0
Momote,12,704,2,14,Phone,Right,Close,2797.314,2098.058,699.256,0
Momote,12,705,2,15,Phone,Back,Close,4412.709,3645.545,767.164,0
Momote,12,706,2,16,Phone,Left,Normal,4465.841,3798.535,667.306,0
Momote,12,707,2,17,Phone,Bottom,Close,5631.03,4832.757,798.273,0
Momote,12,708,2,18,Phone,Right,Far,7731.965,7033.879,698.086,0
Momote,12,709,2,19,Phone,Back,Close,9129.946,8431.987,697.959,1
Momote,12,710,2,20,Phone,Bottom,Normal,4333.916,3765.058,568.858,0
Momote,12,711,2,21,Phone,Left,Close,7731.942,7061.476,670.466,0
Momote,12,712,2,22,Phone,Top,Normal,3065.394,2565.383,500.011,0
Momote,12,713,2,23,Phone,Left,Far,6296.657,5665.656,631.001,0
Momote,12,714,2,24,Phone,Right,Close,3029.994,2399.41,630.584,0
Momote,12,715,2,25,Phone,Back,Normal,4333.673,3699.938,633.735,0
Momote,12,716,2,26,Phone,Top,Far,6894.337,6029.263,865.074,0
Momote,12,717,2,27,Phone,Back,Far,9167.473,8198.579,968.894,0
Momote,12,718,2,28,Phone,Top,Close,6197.862,4964.166,1233.696,0
Momote,12,719,2,29,Phone,Bottom,Far,12631.566,12065.886,565.68,1
Momote,12,720,2,30,Phone,Right,Normal,4697.589,3966.593,730.996,0
Momote,13,721,1,1,Phone,Right,Close,6437.242,5372.697,1064.545,0
Momote,13,722,1,2,Phone,Right,Far,10132.086,9431.37,700.716,0
Momote,13,723,1,3,Phone,Bottom,Close,6263.507,5432.134,831.373,0
Momote,13,724,1,4,Phone,Bottom,Far,10533.011,9864.197,668.814,0
Momote,13,725,1,5,Phone,Left,Close,6381.734,4883.724,1498.01,0
Momote,13,726,1,6,Phone,Top,Far,6466.083,5600.998,865.085,0
Momote,13,727,1,7,Phone,Left,Far,10932.374,9896.428,1035.946,0
Momote,13,728,1,8,Phone,Back,Close,5230.17,4362.769,867.401,0
Momote,13,729,1,9,Phone,Bottom,Normal,5897.807,4864.912,1032.895,0
Momote,13,730,1,10,Phone,Top,Normal,3196.406,2299.079,897.327,0
Momote,13,731,1,11,Phone,Back,Far,7633.754,6599.273,1034.481,0
Momote,13,732,1,12,Phone,Left,Normal,4765.783,4035.355,730.428,0
Momote,13,733,1,13,Phone,Top,Close,4065.37,3230.031,835.339,0
Momote,13,734,1,14,Phone,Right,Normal,3963.266,2863.248,1100.018,0
Momote,13,735,1,15,Phone,Back,Normal,4145.347,3345.606,799.741,0
Momote,13,736,1,16,Phone,Left,Far,8265.518,7365.964,899.554,0
Momote,13,737,1,17,Phone,Bottom,Normal,4998.684,4031.729,966.955,0
Momote,13,738,1,18,Phone,Top,Close,3866.786,3064.998,801.788,0
Momote,13,739,1,19,Phone,Back,Normal,3832.559,2966.891,865.668,0
Momote,13,740,1,20,Phone,Bottom,Far,9793.547,8928.208,865.339,0
Momote,13,741,1,21,Phone,Left,Normal,3735.08,3072.738,662.342,0
Momote,13,742,1,22,Phone,Top,Far,6592.454,5726.754,865.7,0
Momote,13,743,1,23,Phone,Right,Close,4331.48,3567.028,764.452,0
Momote,13,744,1,24,Phone,Right,Normal,2466.485,1832.752,633.733,0
Momote,13,745,1,25,Phone,Back,Far,6865.159,6197.673,667.486,0
Momote,13,746,1,26,Phone,Bottom,Close,5803.073,4808.361,994.712,0
Momote,13,747,1,27,Phone,Left,Close,4032.251,3031.773,1000.478,0
Momote,13,748,1,28,Phone,Top,Normal,3026.876,2194.507,832.369,0
Momote,13,749,1,29,Phone,Back,Close,4399.565,3465.155,934.41,0
Momote,13,750,1,30,Phone,Right,Far,7463.966,6565.159,898.807,0
Momote,13,751,2,1,MoMote,Right,Close,13011.809,9582.53,3429.279,0
Momote,13,752,2,2,MoMote,Right,Far,12204.865,8977.397,3227.468,0
Momote,13,753,2,3,MoMote,Bottom,Close,10793.694,8876.684,1917.01,0
Momote,13,754,2,4,MoMote,Bottom,Far,13112.443,11095.771,2016.672,0
Momote,13,755,2,5,MoMote,Left,Close,9481.459,7262.445,2219.014,0
Momote,13,756,2,6,MoMote,Top,Far,9077.329,7362.91,1714.419,0
Momote,13,757,2,7,MoMote,Left,Far,14928.767,11499.772,3428.995,0
Momote,13,758,2,8,MoMote,Back,Close,8674.226,6758.66,1915.566,0
Momote,13,759,2,9,MoMote,Bottom,Normal,9482.27,8172.288,1309.982,0
Momote,13,760,2,10,MoMote,Top,Normal,6757.529,3832.515,2925.014,0
Momote,13,761,2,11,MoMote,Back,Far,11902.252,10490.902,1411.35,0
Momote,13,762,2,12,MoMote,Left,Normal,11803.243,6759.354,5043.889,0
Momote,13,763,2,13,MoMote,Top,Close,12405.162,7968.193,4436.969,0
Momote,13,764,2,14,MoMote,Right,Normal,12809.833,10793.415,2016.418,0
Momote,13,765,2,15,MoMote,Back,Normal,7867.453,4741.201,3126.252,0
Momote,13,766,2,16,MoMote,Left,Far,12910.888,11297.874,1613.014,0
Momote,13,767,2,17,MoMote,Bottom,Normal,7666.23,5750.754,1915.476,0
Momote,13,768,2,18,MoMote,Top,Close,7868.588,5851.873,2016.715,0
Momote,13,769,2,19,MoMote,Back,Normal,7765.607,5547.365,2218.242,0
Momote,13,770,2,20,MoMote,Bottom,Far,14926.515,13718.279,1208.236,0
Momote,13,771,2,21,MoMote,Left,Normal,12004.642,9786.165,2218.477,0
Momote,13,772,2,22,MoMote,Top,Far,9884.062,8170.204,1713.858,0
Momote,13,773,2,23,MoMote,Right,Close,7362.754,5044.594,2318.16,0
Momote,13,774,2,24,MoMote,Right,Normal,7565.902,5246.493,2319.409,0
Momote,13,775,2,25,MoMote,Back,Far,18257.195,16139.543,2117.652,0
Momote,13,776,2,26,MoMote,Bottom,Close,8877.065,6959.845,1917.22,0
Momote,13,777,2,27,MoMote,Left,Close,8978.094,6859.531,2118.563,0
Momote,13,778,2,28,MoMote,Top,Normal,5445.756,3832.626,1613.13,0
Momote,13,779,2,29,MoMote,Back,Close,8573.515,4942.064,3631.451,0
Momote,13,780,2,30,MoMote,Right,Far,31874.187,30058.988,1815.199,1
Momote,14,781,1,1,MoMote,Right,Normal,15333.356,10895.47,4437.886,0
Momote,14,782,1,2,MoMote,Top,Close,22794.932,17046.596,5748.336,0
Momote,14,783,1,3,MoMote,Bottom,Normal,15735.358,12406.839,3328.519,0
Momote,14,784,1,4,MoMote,Back,Close,20375.266,16743.981,3631.285,0
Momote,14,785,1,5,MoMote,Left,Normal,7866.988,3428.873,4438.115,0
Momote,14,786,1,6,MoMote,Bottom,Close,15532.203,11398.445,4133.758,0
Momote,14,787,1,7,MoMote,Right,Close,12608.659,9380.891,3227.768,0
Momote,14,788,1,8,MoMote,Back,Normal,14826.854,5446.754,9380.1,0
Momote,14,789,1,9,MoMote,Bottom,Far,17046.434,15030.026,2016.408,0
Momote,14,790,1,10,MoMote,Top,Far,31268.686,27133.535,4135.151,1
Momote,14,791,1,11,MoMote,Left,Close,7565.084,5951.819,1613.265,0
Momote,14,792,1,12,MoMote,Left,Far,9884.029,8573.548,1310.481,0
Momote,14,793,1,13,MoMote,Top,Normal,7967.381,4337.751,3629.63,0
Momote,14,794,1,14,MoMote,Right,Far,15232.967,11299.366,3933.601,0
Momote,14,795,1,15,MoMote,Back,Far,14019.408,11094.538,2924.87,0
Momote,14,796,1,16,MoMote,Right,Close,16037.765,7867.369,8170.396,0
Momote,14,797,1,17,MoMote,Bottom,Far,15128.933,13111.367,2017.566,0
Momote,14,798,1,18,MoMote,Top,Normal,9683.19,7060.767,2622.423,0
Momote,14,799,1,19,MoMote,Back,Far,11195.815,9279.719,1916.096,0
Momote,14,800,1,20,MoMote,Back,Close,10791.589,8775.142,2016.447,0
Momote,14,801,1,21,MoMote,Left,Far,10892.976,9280.585,1612.391,0
Momote,14,802,1,22,MoMote,Bottom,Close,13213.614,10389.889,2823.725,0
Momote,14,803,1,23,MoMote,Right,Normal,9783.048,6050.37,3732.678,0
Momote,14,804,1,24,MoMote,Right,Far,14424.356,10893.752,3530.604,0
Momote,14,805,1,25,MoMote,Left,Close,6655.591,4135.043,2520.548,0
Momote,14,806,1,26,MoMote,Bottom,Normal,9077.611,7162.281,1915.33,0
Momote,14,807,1,27,MoMote,Left,Normal,8774.399,6152.705,2621.694,0
Momote,14,808,1,28,MoMote,Top,Far,9481.64,6758.78,2722.86,0
Momote,14,809,1,29,MoMote,Back,Normal,7057.913,6150.621,907.292,0
Momote,14,810,1,30,MoMote,Top,Close,8270.393,5346.404,2923.989,0
Momote,14,811,2,1,Phone,Right,Normal,4922.186,3689.02,1233.166,0
Momote,14,812,2,2,Phone,Top,Close,5314.44,4048.08,1266.36,0
Momote,14,813,2,3,Phone,Bottom,Normal,7763.059,6362.78,1400.279,0
Momote,14,814,2,4,Phone,Back,Close,9627.554,8298.048,1329.506,0
Momote,14,815,2,5,Phone,Left,Normal,6664.994,5731.194,933.8,0
Momote,14,816,2,6,Phone,Bottom,Close,7567.456,6399.202,1168.254,0
Momote,14,817,2,7,Phone,Right,Close,5598.295,4531.027,1067.268,0
Momote,14,818,2,8,Phone,Back,Normal,4732.249,3528.299,1203.95,0
Momote,14,819,2,9,Phone,Bottom,Far,13264.838,12029.797,1235.041,0
Momote,14,820,2,10,Phone,Top,Far,10598.957,9497.667,1101.29,0
Momote,14,821,2,11,Phone,Left,Close,7430.902,6264.548,1166.354,0
Momote,14,822,2,12,Phone,Left,Far,11898.619,10595.822,1302.797,0
Momote,14,823,2,13,Phone,Top,Normal,3798.536,2764.327,1034.209,0
Momote,14,824,2,14,Phone,Right,Far,12064.649,10996.347,1068.302,0
Momote,14,825,2,15,Phone,Back,Far,8764.201,7862.825,901.376,0
Momote,14,826,2,16,Phone,Right,Close,6730.554,5630.644,1099.91,0
Momote,14,827,2,17,Phone,Bottom,Far,13800.508,12700.387,1100.121,0
Momote,14,828,2,18,Phone,Top,Normal,3596.09,2831.24,764.85,0
Momote,14,829,2,19,Phone,Back,Far,8530.562,7667.515,863.047,0
Momote,14,830,2,20,Phone,Back,Close,7182.843,6348.8,834.043,0
Momote,14,831,2,21,Phone,Left,Far,9930.598,9031.183,899.415,0
Momote,14,832,2,22,Phone,Bottom,Close,7116.653,6284.368,832.285,0
Momote,14,833,2,23,Phone,Right,Normal,3998.268,3198.685,799.583,0
Momote,14,834,2,24,Phone,Right,Far,8631.159,7833.562,797.597,0
Momote,14,835,2,25,Phone,Left,Close,6267.181,5168.066,1099.115,0
Momote,14,836,2,26,Phone,Bottom,Normal,6261.743,5433.555,828.188,0
Momote,14,837,2,27,Phone,Left,Normal,5970.144,4868.7,1101.444,0
Momote,14,838,2,28,Phone,Top,Far,6725.599,5792.767,932.832,0
Momote,14,839,2,29,Phone,Back,Normal,4664.254,3566.194,1098.06,0
Momote,14,840,2,30,Phone,Top,Close,4950.547,4184.205,766.342,0
Momote,15,841,1,1,Phone,Right,Far,9491.01,8523.537,967.473,0
Momote,15,842,1,2,Phone,Top,Normal,5762.692,4796.202,966.49,0
Momote,15,843,1,3,Phone,Bottom,Far,11032.689,10330.978,701.711,0
Momote,15,844,1,4,Phone,Back,Normal,7897.809,7196.442,701.367,0
Momote,15,845,1,5,Phone,Left,Far,11198.551,10462.675,735.876,0
Momote,15,846,1,6,Phone,Bottom,Normal,4994.643,4328.293,666.35,0
Momote,15,847,1,7,Phone,Right,Normal,4830.44,3862.513,967.927,0
Momote,15,848,1,8,Phone,Back,Far,9797.621,8998.106,799.515,0
Momote,15,849,1,9,Phone,Back,Close,8170.131,7399.877,770.254,0
Momote,15,850,1,10,Phone,Bottom,Close,6328.611,5629.082,699.529,0
Momote,15,851,1,11,Phone,Left,Normal,6298.516,5534.73,763.786,0
Momote,15,852,1,12,Phone,Right,Close,5598.923,4667.443,931.48,0
Momote,15,853,1,13,Phone,Top,Far,7232.146,6563.981,668.165,0
Momote,15,854,1,14,Phone,Top,Close,4147.974,3280.251,867.723,0
Momote,15,855,1,15,Phone,Left,Close,6895.488,6133.2,762.288,0
Momote,15,856,1,16,Phone,Right,Normal,4968.248,4101.519,866.729,0
Momote,15,857,1,17,Phone,Back,Close,7199.328,6532.402,666.926,0
Momote,15,858,1,18,Phone,Top,Far,7597.913,6866.697,731.216,0
Momote,15,859,1,19,Phone,Left,Close,6366.846,5599.492,767.354,0
Momote,15,860,1,20,Phone,Back,Normal,6263.554,5498,765.554,0
Momote,15,861,1,21,Phone,Right,Close,5531.166,4734.449,796.717,0
Momote,15,862,1,22,Phone,Bottom,Normal,5232.972,4463.525,769.447,0
Momote,15,863,1,23,Phone,Right,Far,9697.746,8760.459,937.287,0
Momote,15,864,1,24,Phone,Top,Close,5527.823,4763.513,764.31,0
Momote,15,865,1,25,Phone,Left,Normal,5367.424,4701.407,666.017,0
Momote,15,866,1,26,Phone,Bottom,Far,8632.85,7865.741,767.109,0
Momote,15,867,1,27,Phone,Left,Far,10129.624,9431.158,698.466,0
Momote,15,868,1,28,Phone,Bottom,Close,6733.375,6000.369,733.006,0
Momote,15,869,1,29,Phone,Back,Far,10164.937,9497.5,667.437,0
Momote,15,870,1,30,Phone,Top,Normal,3363.053,2665.195,697.858,0
Momote,15,871,2,1,MoMote,Right,Far,13416.698,11097.856,2318.842,0
Momote,15,872,2,2,MoMote,Top,Normal,12204.073,9077.428,3126.645,0
Momote,15,873,2,3,MoMote,Bottom,Far,12003.251,9482.182,2521.069,0
Momote,15,874,2,4,MoMote,Back,Normal,7262.3,5345.886,1916.414,0
Momote,15,875,2,5,MoMote,Left,Far,12304.969,10288.664,2016.305,0
Momote,15,876,2,6,MoMote,Bottom,Normal,6656.243,3530.635,3125.608,0
Momote,15,877,2,7,MoMote,Right,Normal,6859.564,5245.51,1614.054,0
Momote,15,878,2,8,MoMote,Back,Far,13817.415,11699.957,2117.458,0
Momote,15,879,2,9,MoMote,Back,Close,8169.05,6252.567,1916.483,0
Momote,15,880,2,10,MoMote,Bottom,Close,8876.165,5951.962,2924.203,0
Momote,15,881,2,11,MoMote,Left,Normal,5345.415,3530.418,1814.997,0
Momote,15,882,2,12,MoMote,Right,Close,9884.949,8473.328,1411.621,0
Momote,15,883,2,13,MoMote,Top,Far,12507.597,10994.31,1513.287,0
Momote,15,884,2,14,MoMote,Top,Close,9076.492,7261.525,1814.967,0
Momote,15,885,2,15,MoMote,Left,Close,7866.724,6255.254,1611.47,0
Momote,15,886,2,16,MoMote,Right,Normal,6656.532,5245.044,1411.488,0
Momote,15,887,2,17,MoMote,Back,Close,7665.704,6354.026,1311.678,0
Momote,15,888,2,18,MoMote,Top,Far,13516.523,11801.13,1715.393,0
Momote,15,889,2,19,MoMote,Left,Close,5244.347,3832.116,1412.231,0
Momote,15,890,2,20,MoMote,Back,Normal,4940.222,3427.893,1512.329,0
Momote,15,891,2,21,MoMote,Right,Close,10591.757,8675.592,1916.165,0
Momote,15,892,2,22,MoMote,Bottom,Normal,3831.795,2420.727,1411.068,0
Momote,15,893,2,23,MoMote,Right,Far,13112.299,11802.299,1310,0
Momote,15,894,2,24,MoMote,Top,Close,7867.128,3630.974,4236.154,0
Momote,15,895,2,25,MoMote,Left,Normal,4436.997,3328.824,1108.173,0
Momote,15,896,2,26,MoMote,Bottom,Far,11701.522,10288.908,1412.614,0
Momote,15,897,2,27,MoMote,Left,Far,11187.411,7759.231,3428.18,0
Momote,15,898,2,28,MoMote,Bottom,Close,7161.475,4035.049,3126.426,0
Momote,15,899,2,29,MoMote,Back,Far,10287.1,8976.783,1310.317,0
Momote,15,900,2,30,MoMote,Top,Normal,6455.301,5245.856,1209.445,0